oid,veto_date,label,n_points_alert,mag_min_alert,mag_max_alert,mag_p05_alert,mag_p25_alert,mag_p50_alert,mag_p75_alert,mag_p95_alert,excess_variance_alert,n_points_dr,mag_min_dr,mag_max_dr,mag_p05_dr,mag_p25_dr,mag_p50_dr,mag_p75_dr,mag_p95_dr,excess_variance_dr,distance_delight,hostsize
ZTF17aaaeqms,2023-05-27,bad,98.0,17.58392,19.228844,17.8321553,17.92053525,18.0116685,18.22581075,18.56536755,0.058496593103781,98.0,17.58392,19.228844,17.8321553,17.92053525,18.0116685,18.22581075,18.56536755,0.058496593103781,1.0591766851543323,16.284772872924805
ZTF17aaaeucx,2025-01-19,bad,22.0,19.44464,24.400575637817383,20.032027339935304,20.481993675231934,21.447725296020508,22.8561544418335,23.800644779205324,0.0,1.0,19.44464,19.44464,19.44464,19.44464,19.44464,19.44464,19.44464,0.0,1.8657206648566391,4.978122234344482
ZTF17aaakbyl,,good,6.0,18.8445,21.83065414428711,19.127625774383542,20.0572509765625,20.81678295135498,21.37951803207397,21.721532344818115,0.4652245206897631,1.0,18.8445,18.8445,18.8445,18.8445,18.8445,18.8445,18.8445,0.0,19.418991135627323,6.4491047859191895
ZTF17aaakyau,2025-02-02,bad,19.0,19.580053329467773,22.26299476623535,19.706567764282223,19.8914365166626,20.669267654418945,21.03312110900879,21.55935649871826,0.0,2.0,19.878922,19.901142,19.880033,19.884477,19.890032,19.895587,19.900031,0.0,3.965651962078926,12.954806327819824
ZTF17aaapmss,2023-11-04,bad,11.0,18.673641,19.389822,18.740383,18.834072,18.887829,18.925891,19.1896955,0.0201693779810751,11.0,18.673641,19.389822,18.740383,18.834072,18.887829,18.925891,19.1896955,0.0201693779810751,0.6179387241105462,2.607588768005371
ZTF17aabqcyh,2023-09-11,bad,8.0,20.036156,20.735909,20.1013442,20.245802,20.363106,20.44941,20.68270585,0.0020882419255829,8.0,20.036156,20.735909,20.1013442,20.245802,20.363106,20.44941,20.68270585,0.0020882419255829,2.555515163276597,1.200199007987976
ZTF17aabvong,,good,111.0,16.705976486206055,27.592967987060547,16.774736404418945,17.52126478302002,18.834223,19.754556950378426,23.121726989746094,0.0,31.0,16.7995,20.077154,16.805344499999997,17.2335335,18.018269,19.4413,19.909745,1.304935403464655,0.6166943063364679,7.63825798034668
ZTF17aacldgo,2022-11-12,bad,16.0,18.7965,19.238098,18.7975635,18.81699875,18.869435000000003,18.994321,19.1917495,0.0011823802984169,16.0,18.7965,19.238098,18.7975635,18.81699875,18.869435000000003,18.994321,19.1917495,0.0011823802984169,12.132931392062599,6.247361183166504
ZTF17aacnhue,2025-05-10,bad,19.0,19.243567,23.307092666625977,19.25628838640137,19.43846416473389,19.678158,21.27721691131592,22.94143161773681,0.4700393900680124,4.0,19.243567,20.320955,19.2649225,19.3503445,19.5320475,19.83885725,20.22453545,0.1957526281642458,3.4610945708221896,14.772260665893555
ZTF17aacpbmv,,good,33.0,17.713268280029297,20.501049041748047,17.770332830126954,17.916517,18.564835,19.397415,19.98452796936035,0.6024293939857228,16.0,17.772697,19.697033,17.77697575,17.9055245,18.5527545,18.989797000000003,19.53173075,0.4352460907166028,7.410494723136626,4.6045637130737305
ZTF17aadcedu,,good,51.0,19.1853084564209,25.999942779541016,19.24744215777588,19.35626103479004,19.601024627685547,21.489959716796875,23.680603981018063,0.0,16.0,19.191984,19.866,19.2343815,19.327491,19.4108095,19.52905,19.84605,0.0195418449215259,18.49592435786582,5.927443504333496
ZTF17aadtxay,2023-05-01,bad,2.0,19.223032,19.497046,19.2367327,19.2915355,19.360039,19.4285425,19.4833453,0.009919738226772,2.0,19.223032,19.497046,19.2367327,19.2915355,19.360039,19.4285425,19.4833453,0.009919738226772,0.2696793978088594,3.3579230308532715
ZTF18aaahyvk,2023-08-29,bad,12.0,18.651932,19.68639,18.6577048,18.705015,18.772086,18.9139825,19.4923115,0.0816768065668966,12.0,18.651932,19.68639,18.6577048,18.705015,18.772086,18.9139825,19.4923115,0.0816768065668966,4.174733762116984,6.1112823486328125
ZTF18aaaiziz,,good,15.0,19.71884,29.18901824951172,19.7228853,19.82609928289795,20.09027099609375,24.513028144836422,27.465942764282225,6.541259409788856,4.0,19.71884,19.885103,19.71970685,19.72317425,19.7251445,19.765528250000003,19.86118805,0.0,8.045718472794142,5.0844221115112305
ZTF18aaamrfa,2023-05-13,bad,1.0,19.67945,19.67945,19.67945,19.67945,19.67945,19.67945,19.67945,0.0,1.0,19.67945,19.67945,19.67945,19.67945,19.67945,19.67945,19.67945,0.0,0.9103138066090664,3.772636890411377
ZTF18aaanaev,,good,15.0,18.8924,20.57108,18.9216866,19.1173105,19.321037,19.5537665,20.169364,0.1747849051760795,15.0,18.8924,20.57108,18.9216866,19.1173105,19.321037,19.5537665,20.169364,0.1747849051760795,2.5422721934623325,2.8647286891937256
ZTF18aaanafv,,good,1.0,20.144056,20.144056,20.144056,20.144056,20.144056,20.144056,20.144056,0.0,1.0,20.144056,20.144056,20.144056,20.144056,20.144056,20.144056,20.144056,0.0,6.4556989045232696,5.3995585441589355
ZTF18aaaokpa,2023-06-10,bad,7.0,19.454184,20.12695,19.4696493,19.509469000000003,19.593126,19.6874305,20.0146843,0.0192124460879867,7.0,19.454184,20.12695,19.4696493,19.509469000000003,19.593126,19.6874305,20.0146843,0.0192124460879867,2.211794345356881,1.2264745235443115
ZTF18aaapzdr,2023-05-16,bad,2.0,19.543318,19.6794,19.5501221,19.5773385,19.611359,19.6453795,19.6725959,0.0,2.0,19.543318,19.6794,19.5501221,19.5773385,19.611359,19.6453795,19.6725959,0.0,1.2297912955163477,3.6308412551879883
ZTF18aaaqbhp,,good,17.0,18.861225128173828,25.01066780090332,18.871605025634764,19.257711,19.419174,19.64763832092285,24.717782974243164,0.0,7.0,18.8742,19.644741,18.9146676,19.1334015,19.326462,19.431729,19.5846039,0.0559076537941708,2.4480523452692,2.601591110229492
ZTF18aaaqeiu,,good,7.0,18.49532699584961,24.175689697265625,18.580122897094725,18.779352739562988,21.3076171875,21.38250541687012,23.35635166168213,0.0,1.0,18.77798,18.77798,18.77798,18.77798,18.77798,18.77798,18.77798,0.0,5.3807119258370815,3.3503119945526123
ZTF18aabkknh,,good,16.0,19.35465,24.225801467895508,19.376671666717527,19.49632725,19.591567,19.87254093161011,22.95605230331421,0.0,9.0,19.35465,19.984291,19.39375,19.486437,19.58205,19.75645,19.907309,0.0219280002286433,3.0410326683550593,3.0396506786346436
ZTF18aabklmk,2023-11-04,bad,12.0,19.216404,19.895351,19.21912705,19.263146,19.363493,19.460073,19.7331945,0.0185159331300275,12.0,19.216404,19.895351,19.21912705,19.263146,19.363493,19.460073,19.7331945,0.0185159331300275,2.450462966189902,3.5954599380493164
ZTF18aabkrky,2024-04-07,bad,39.0,17.632132,100.0,17.727259766345217,18.16986393286133,21.028779983520508,100.0,100.0,0.0,10.0,17.632132,18.749746,17.67797395,18.023479,18.224889,18.41381575,18.61520905,0.1071640027772578,39.66011597444452,13.242959022521973
ZTF18aabnceq,,good,12.0,18.739866256713867,23.011764526367188,18.75167636871338,19.21416303173828,19.393007437133782,20.1357650756836,21.71331624984741,0.917431640971572,3.0,19.318174,19.436878,19.3248866,19.351737,19.3853,19.411089,19.4317202,0.0,4.909215757893808,15.98892879486084
ZTF18aabvwhq,2025-02-01,bad,21.0,20.60501480102539,21.550899505615234,20.716136932373047,20.851631,21.0796,21.184904098510746,21.529741287231445,0.0,6.0,20.851631,21.229977,20.8560795,20.92110275,21.077868,21.137725,21.21175775,0.0,0.45245835488385433,1.2441455125808716
ZTF18aacdebj,,good,20.0,18.650036,24.47597312927246,19.89389210456543,20.82329273223877,21.50471782684326,22.39300012588501,24.065334701538085,0.0,1.0,18.650036,18.650036,18.650036,18.650036,18.650036,18.650036,18.650036,0.0,2.6433847834962054,4.413764953613281
ZTF18aacdgek,2025-02-27,bad,15.0,19.682056,23.436851501464844,19.7835058838623,19.949684143066406,20.216272354125977,20.98948764801025,22.70276527404785,0.0,1.0,19.682056,19.682056,19.682056,19.682056,19.682056,19.682056,19.682056,0.0,2.0891037069760285,7.023727893829346
ZTF18aaceepu,,good,84.0,16.920696,20.058203,16.9751101,17.00137875,17.4383105,18.2923675,19.7396215,0.8965108674913714,84.0,16.920696,20.058203,16.9751101,17.00137875,17.4383105,18.2923675,19.7396215,0.8965108674913714,1.4775867900634432,4.184628963470459
ZTF18aacihcb,2024-08-15,bad,15.0,19.533253,23.10439682006836,19.552531,19.7206555,19.9082,20.221267700195312,22.415294265747068,0.1516034309335142,6.0,19.533253,19.9082,19.540138,19.598014,19.7206555,19.8341185,19.89822,0.0,4.179554344864726,3.2454159259796143
ZTF18aacjuxk,2023-09-25,bad,4.0,19.367352,19.66434,19.3696971,19.3790775,19.4094,19.4929455,19.6300611,0.0,4.0,19.367352,19.66434,19.3696971,19.3790775,19.4094,19.4929455,19.6300611,0.0,15.985862227272502,7.372077465057373
ZTF18aacmwsq,2023-11-04,bad,20.0,18.151342,21.13266372680664,18.3651471,18.61477647308349,19.399779,20.2131233215332,20.821928882598872,0.7992402785637439,11.0,18.151342,20.236156,18.263871,18.420121,18.810844,19.399779,20.2166545,0.5076435349893632,2.0599245769091072,6.670129776000977
ZTF18aacoqxu,2024-11-09,bad,39.0,19.2993,25.16580390930176,19.40199222564698,19.631576000000003,19.835447311401367,22.010536193847656,24.03053932189942,0.0,11.0,19.2993,19.8976,19.357741,19.4771955,19.63279,19.7409215,19.8611,0.0039448669604847,17.49228266237904,6.99641227722168
ZTF18aacovhl,2022-11-16,bad,1.0,19.349693,19.349693,19.349693,19.349693,19.349693,19.349693,19.349693,0.0,1.0,19.349693,19.349693,19.349693,19.349693,19.349693,19.349693,19.349693,0.0,2.413397896609484,1.4543308019638062
ZTF18aacoyaq,2023-12-16,bad,16.0,18.4333,100.0,19.81396960754395,21.359023571014408,22.70935344696045,100.0,100.0,0.0,2.0,18.4333,20.465178,18.5348939,18.9412695,19.449239,19.9572085,20.3635841,2.0220720998099,2.310232575731019,8.190939903259277
ZTF18aacrrez,2022-08-05,bad,1.0,18.831854,18.831854,18.831854,18.831854,18.831854,18.831854,18.831854,0.0,1.0,18.831854,18.831854,18.831854,18.831854,18.831854,18.831854,18.831854,0.0,4.71818694599797,2.8160879611968994
ZTF18aacsznp,,good,10.0,17.584984,23.34259414672852,18.864348698168943,20.807715892791748,21.064087867736816,21.94344425201416,22.75734558105469,1.639869545500867,1.0,17.584984,17.584984,17.584984,17.584984,17.584984,17.584984,17.584984,0.0,0.5856880003356122,1.9819482564926147
ZTF18aacxoin,2023-07-28,bad,9.0,19.262781,20.050484,19.2805486,19.4981,19.5574,19.68186,19.914014,0.0066289078731126,9.0,19.262781,20.050484,19.2805486,19.4981,19.5574,19.68186,19.914014,0.0066289078731126,1.8280962258603486,2.4747602939605713
ZTF18aaczmob,2023-04-02,bad,21.0,18.595703,19.893448,18.722681,18.9083,19.14385,19.313648,19.860521,0.1109169962317043,21.0,18.595703,19.893448,18.722681,18.9083,19.14385,19.313648,19.860521,0.1109169962317043,5.312795946984765,4.237215995788574
ZTF18aaddctp,2023-09-19,bad,19.0,19.759867,21.303041458129883,19.7598967,19.8492005,19.9773,20.2821415,21.11922130584717,0.1569922511466581,14.0,19.759867,20.3859,19.75988845,19.842225,19.9000935,20.0157,20.25101395,0.0,18.259193072603537,7.650491714477539
ZTF18aaddnfu,2023-10-07,bad,6.0,18.834316,19.690145,18.882112,19.04717675,19.2211455,19.43845975,19.636255,0.0782127070816275,6.0,18.834316,19.690145,18.882112,19.04717675,19.2211455,19.43845975,19.636255,0.0782127070816275,1.8183507985593637,2.600297689437866
ZTF18aadqirh,2025-03-21,bad,30.0,18.93412399291992,25.609750747680664,18.98730895,19.09668832165527,19.33921432495117,22.3110089302063,23.089903068542483,0.0,8.0,18.978277,19.246672,18.98530185,19.0359245,19.126009,19.172653,19.24220635,0.0,6.20768982952956,7.792951583862305
ZTF18aadsdvf,2024-10-12,bad,24.0,19.33781814575196,26.42626571655273,19.3757063,19.53066365145873,19.88321604205322,22.249456882476807,23.754629611969,0.0,7.0,19.374659,19.886349,19.3767536,19.4139995,19.542831,19.7480715,19.8489816,0.0182319781772514,3.2048676969230496,4.654485702514648
ZTF18aadsjbk,2022-09-03,bad,162.0,18.949,22.897720336914062,19.566626900000003,19.74409818649292,19.9144155,20.82196943588257,21.759260177612305,0.3441729206046398,56.0,18.949,20.9453,19.053106,19.71195,19.835478,19.96771775,20.819825,0.1441534606260471,1.5585150296178345,6.887333869934082
ZTF18aadsyhc,2022-08-06,bad,4.0,19.618591,19.736343,19.62179185,19.63459525,19.687844,19.73590425,19.736255250000003,0.0,4.0,19.618591,19.736343,19.62179185,19.63459525,19.687844,19.73590425,19.736255250000003,0.0,1.5849748482338968,2.9084815979003906
ZTF18aadwgzb,2022-08-13,bad,27.0,18.530445,19.59549,18.7336712,18.860061,18.9437,19.036452500000003,19.1618121,0.0192184343347913,27.0,18.530445,19.59549,18.7336712,18.860061,18.9437,19.036452500000003,19.1618121,0.0192184343347913,83.68258602407747,5.761362552642822
ZTF18aadwhqi,2023-12-15,bad,14.0,20.321,24.4773006439209,20.3785445,20.67924213409424,21.112780570983887,21.80091571807861,23.806901359558104,0.0,3.0,20.321,20.545837,20.329853,20.365265,20.40953,20.4776835,20.5322063,0.0,2.2201717056849875,5.612450122833252
ZTF18aadxzti,2023-04-23,bad,13.0,19.995792,100.0,20.198375546337893,20.42633819580078,20.7574,20.867412567138672,52.71543197631824,0.0,4.0,19.995792,20.7574,20.0528013,20.2808385,20.416277,20.531875,20.712295,0.0425578832559791,0.13307915871335996,2.1920013427734375
ZTF18aaebiks,2023-03-10,bad,3.0,19.579433,19.7914,19.5960979,19.6627575,19.746082,19.768741,19.7868682,0.0,3.0,19.579433,19.7914,19.5960979,19.6627575,19.746082,19.768741,19.7868682,0.0,11.062088366155894,5.5163397789001465
ZTF18aaebojt,2022-12-24,bad,2.0,19.046434,19.491941,19.06870935,19.157810750000003,19.2691875,19.38056425,19.46966565,0.0851531296998816,2.0,19.046434,19.491941,19.06870935,19.157810750000003,19.2691875,19.38056425,19.46966565,0.0851531296998816,8.157580798202465,10.98791217803955
ZTF18aaeeedp,2025-01-19,bad,13.0,20.059301376342773,23.00067710876465,20.12380142211914,20.33513069152832,20.557832717895508,21.252178192138672,22.969204711914063,0.0384093735264485,1.0,20.186567,20.186567,20.186567,20.186567,20.186567,20.186567,20.186567,0.0,4.4973524104071805,4.8769073486328125
ZTF18aaehuyr,2024-08-15,bad,230.0,17.9169,19.52528381347656,18.10009556604004,18.276768500000003,18.580007054138186,18.895584671020508,19.1934598,0.121950624055151,143.0,17.9169,19.389431,18.102307,18.27378,18.533178,18.8243105,19.152243,0.1028795846799343,8.829446137040643,9.586885452270508
ZTF18aaelskj,2023-02-08,bad,1.0,19.135178,19.135178,19.135178,19.135178,19.135178,19.135178,19.135178,0.0,1.0,19.135178,19.135178,19.135178,19.135178,19.135178,19.135178,19.135178,0.0,1.5093321555586834,5.206097602844238
ZTF18aaeopbs,2024-04-07,bad,40.0,15.89881420135498,100.0,15.934405191867064,16.525491125183105,21.1336317062378,44.25645685195923,100.0,0.0,10.0,15.936226,18.46619,15.9430561,16.304291250000002,16.520558,17.190092,18.16104725,0.676151065779703,1.0149263232305008,29.191049575805664
ZTF18aaescqn,2025-02-02,bad,20.0,20.892507553100582,25.28825569152832,20.98050460815429,21.71761035919189,22.54362964630127,23.39374732971192,24.46648235321045,0.0,1.0,21.301617,21.301617,21.301617,21.301617,21.301617,21.301617,21.301617,0.0,3.5173560061434945,2.4625773429870605
ZTF18aaetbho,2024-10-19,bad,32.0,19.08140182495117,24.70828628540039,19.19874975,19.58048733239746,20.005323637817384,20.85398197174073,22.51510581970215,0.0,8.0,19.156628,20.021996,19.18343275,19.42827825,19.6783055,19.891995,19.9852474,0.0750776027199033,22.265687183687508,7.0950517654418945
ZTF18aaetymf,2025-01-21,bad,68.0,18.808598,27.136383056640625,18.8989808,19.032216,19.422963,19.62922479296875,23.64600849151611,0.0,42.0,18.808598,19.895168,18.8826012,19.0031025,19.105192,19.44164275,19.6305424,0.063124037732448,2.6558204177124893,2.579186201095581
ZTF18aaewrjs,,good,41.0,17.8419,23.265146255493164,17.931791,18.071577,18.310617,18.773935317993164,21.5699520111084,1.379425487828707,23.0,17.8419,19.235786,17.9282189,18.010686,18.2071,18.3308615,18.8017994,0.0854678418720554,2.023746745589224,16.644607543945312
ZTF18aaewypg,2023-11-12,bad,2.0,19.30541,19.316624,19.3059707,19.3082135,19.311017,19.3138205,19.3160633,0.0,2.0,19.30541,19.316624,19.3059707,19.3082135,19.311017,19.3138205,19.3160633,0.0,7.131024570207667,6.507605075836182
ZTF18aaeztug,,good,18.0,19.830602645874023,25.6122989654541,19.901235396881106,19.97623102905273,20.310902395385742,22.04902935028076,24.094092559814456,0.0,5.0,19.9137,20.082563,19.922753,19.958965,19.977205,20.00699,20.0674484,0.0,4.234586401960399,3.735947370529175
ZTF18aaezzww,2023-09-04,bad,71.0,16.9834,20.25357,17.023122,17.098325000000003,17.25234,17.730128999999998,20.0307025,0.9285197968974904,72.0,16.9834,20.25357,17.0235598,17.099262500000002,17.26982,17.5991475,20.02820255,0.9163018361042676,3.258420718365532,5.191563129425049
ZTF18aafctgp,2024-02-12,bad,43.0,18.89302062988281,23.234867095947266,18.942930984497075,19.041318758850096,19.324886322021484,19.99195567926025,22.717002296447752,1.2855922792220689,14.0,18.900867,19.996147,18.96814135,19.038645,19.1718395,19.48527475,19.91259145,0.107494202335135,1.3537863049969092,4.429994106292725
ZTF18aafdigb,,good,14.0,18.471703,19.396648,18.51050865,18.63336375,18.893753,19.075544,19.3721053,0.0779781319774457,14.0,18.471703,19.396648,18.51050865,18.63336375,18.893753,19.075544,19.3721053,0.0779781319774457,2.2234517610274787,4.568923473358154
ZTF18aafgmet,2022-12-17,bad,1.0,20.216425,20.216425,20.216425,20.216425,20.216425,20.216425,20.216425,0.0,1.0,20.216425,20.216425,20.216425,20.216425,20.216425,20.216425,20.216425,0.0,63.158564222940015,2.2333984375
ZTF18aafilvc,,good,16.0,17.440714,100.0,20.32814124185181,22.19532346725464,22.54330348968506,100.0,100.0,0.0,1.0,17.440714,17.440714,17.440714,17.440714,17.440714,17.440714,17.440714,0.0,1.729534114664732,1.791890025138855
ZTF18aafoevl,,good,26.0,18.87128,28.01787376403809,18.891094684600827,19.03947245223999,19.0841865,22.512651443481445,25.860296726226807,0.0,8.0,18.87128,19.092438,18.8945606,19.011404,19.0588315,19.07175975,19.08666195,0.0,57.11971775305007,11.10754680633545
ZTF18aafrbxo,,good,8.0,19.422897,20.376925,19.4495887,19.52606225,19.6329745,19.6765705,20.14636495,0.0619779271014388,8.0,19.422897,20.376925,19.4495887,19.52606225,19.6329745,19.6765705,20.14636495,0.0619779271014388,0.7061235093989338,2.177452564239502
ZTF18aaftmdy,2022-10-06,bad,3.0,19.201555,19.457235,19.2150991,19.2692755,19.336996,19.3971155,19.4452111,0.0,3.0,19.201555,19.457235,19.2150991,19.2692755,19.336996,19.3971155,19.4452111,0.0,17.319370522644466,9.252412796020508
ZTF18aafvxaw,2023-09-06,bad,3.0,18.826881,19.302784,18.8480079,18.9325155,19.03815,19.170467,19.2763206,0.0417677640194324,3.0,18.826881,19.302784,18.8480079,18.9325155,19.03815,19.170467,19.2763206,0.0417677640194324,1.968964571822512,1.6338201761245728
ZTF18aafymbz,2024-02-29,bad,10.0,19.79541206359864,23.04245376586914,19.797834384979254,21.29293298721313,21.89780712127685,22.15033578872681,22.747001361846923,0.5660923374896109,1.0,19.800795,19.800795,19.800795,19.800795,19.800795,19.800795,19.800795,0.0,0.5911995420216649,20.565025329589844
ZTF18aagaypc,,good,48.0,18.627321,20.3038,18.6421147,18.743649750000003,18.8946,19.55692525,20.115256,0.2410465040660386,48.0,18.627321,20.3038,18.6421147,18.743649750000003,18.8946,19.55692525,20.115256,0.2410465040660386,0.6396038927424084,1.6473532915115356
ZTF18aagbswm,2022-09-24,bad,5.0,19.315516,20.203459,19.3842644,19.659258,19.815628,19.918224,20.146412,0.0836052266214036,5.0,19.315516,20.203459,19.3842644,19.659258,19.815628,19.918224,20.146412,0.0836052266214036,1.8309774911117616,8.90484619140625
ZTF18aagensc,,good,13.0,19.17335,24.259660720825195,19.65332,20.100929260253903,20.38197898864746,21.254135131835938,23.1375,0.0,2.0,19.17335,19.9733,19.2133475,19.3733375,19.573325,19.7733125,19.9333025,0.2804942189629304,5.912901303808706,9.843077659606934
ZTF18aagfngu,2025-02-18,bad,13.0,19.0764,24.166093826293945,19.08872917419433,19.16475,19.29123,20.910240173339844,22.86264610290527,0.6402792689859627,6.0,19.0764,19.355188,19.0948295,19.153776,19.165276,19.259873,19.3391985,0.0,2.211368941265172,2.7120108604431152
ZTF18aagkwgz,2024-09-19,bad,65.0,17.435135,23.656328201293945,17.534137102075196,17.769006729125977,18.038666,18.88090133666992,20.670329284667968,1.2876131665094588,26.0,17.435135,19.438013,17.54834575,17.70962025,17.9288595,18.3966955,19.03635875,0.2574921961712122,7.7763026073026795,16.2136287689209
ZTF18aaglgid,2025-02-20,bad,9.0,19.620805740356445,22.102508544921875,19.69087264421387,19.8229,20.03119659423828,21.995555877685547,22.07164764404297,0.7551188063522749,2.0,19.795973,19.8229,19.79731935,19.80270475,19.8094365,19.81616825,19.82155365,0.0,3.6169213639763393,3.0830013751983643
ZTF18aagnlqf,2023-02-19,bad,3.0,19.237719,19.3842,19.2396406,19.247327,19.256935,19.3205675,19.3714735,0.0,3.0,19.237719,19.3842,19.2396406,19.247327,19.256935,19.3205675,19.3714735,0.0,1.5311800564196605,2.78171706199646
ZTF18aagzlqf,2024-07-03,bad,9.0,19.811031,23.36701393127441,19.81816919814453,20.0581,20.1687,21.959043502807617,23.18578300476074,0.5940761554975891,4.0,19.811031,20.1687,19.84809135,19.99633275,20.0950435,20.14116525,20.16319305,0.0,19.008644522602935,8.278813362121582
ZTF18aahfnbl,,good,12.0,18.156357,24.378612518310547,19.82062701123657,21.75134563446045,22.00439262390137,22.903339385986328,23.71539888381957,0.0,1.0,18.156357,18.156357,18.156357,18.156357,18.156357,18.156357,18.156357,0.0,0.700353920094867,3.9583232402801514
ZTF18aahpouv,2023-04-12,bad,16.0,18.628716,19.8915,18.6623865,18.74332775,18.804769,19.1956235,19.806600000000003,0.1553481423078432,16.0,18.628716,19.8915,18.6623865,18.74332775,18.804769,19.1956235,19.806600000000003,0.1553481423078432,2.5930106373551727,3.1576032638549805
ZTF18aahppeb,2025-02-20,bad,48.0,19.385717391967773,25.14484214782715,19.49884967803955,19.59455274429321,19.75585,19.936950206756592,21.9074254989624,0.0,21.0,19.4616,20.122404,19.530952,19.5836,19.703686,19.815939,20.076855,0.0020021333915646,3.9918451811953948,1.9881134033203125
ZTF18aahqbgb,2022-09-28,bad,1.0,18.542685,18.542685,18.542685,18.542685,18.542685,18.542685,18.542685,0.0,1.0,18.542685,18.542685,18.542685,18.542685,18.542685,18.542685,18.542685,0.0,3.9042602542266898,5.948269367218018
ZTF18aahsvxa,,good,4.0,18.384178,19.43005,18.40335745,18.48007525,18.524144,18.75969775,19.29597955,0.2184033922913499,4.0,18.384178,19.43005,18.40335745,18.48007525,18.524144,18.75969775,19.29597955,0.2184033922913499,1.7553518363138645,3.064020872116089
ZTF18aahsxpj,2022-06-19,bad,1.0,19.710756,19.710756,19.710756,19.710756,19.710756,19.710756,19.710756,0.0,1.0,19.710756,19.710756,19.710756,19.710756,19.710756,19.710756,19.710756,0.0,0.9819240710679235,2.9237570762634277
ZTF18aahvlhc,2025-02-22,bad,8.0,19.876225,24.05960273742676,20.087617519989013,20.716821670532227,21.61800098419189,22.5345425605774,23.83699817657471,0.0,1.0,19.876225,19.876225,19.876225,19.876225,19.876225,19.876225,19.876225,0.0,4.5846964669849655,13.067972183227539
ZTF18aaiijbb,2025-02-25,bad,20.0,19.522701,23.355621337890625,19.534724200000003,20.05493545532226,21.83156681060791,22.401758193969727,23.311108207702645,0.6354121833565791,3.0,19.522701,19.915598,19.5239666,19.529029,19.535357,19.7254775,19.8775739,0.0265784311014986,3.5933622362304343,2.6692771911621094
ZTF18aailctq,,good,8.0,17.981627,24.294506072998047,19.15094130854492,21.88779592514038,22.38400077819824,22.60872840881348,23.788327598571776,0.7810971441348085,1.0,17.981627,17.981627,17.981627,17.981627,17.981627,17.981627,17.981627,0.0,0.8327930320780499,3.3591713905334473
ZTF18aailtum,2025-05-01,bad,14.0,20.2765,22.86095428466797,20.30187248458862,20.79504906311035,21.170876502990723,21.59984254837036,22.304279708862303,0.0,3.0,20.2765,20.7527,20.2916414,20.352207,20.427914,20.590307000000003,20.7202214,0.0,3.1384479436123263,1.8693746328353882
ZTF18aaiualk,,good,25.0,17.829126358032227,24.43523406982422,17.858052234960937,18.060441970825195,18.70347023010254,21.67668342590332,22.67297325134277,0.0,5.0,17.854933,18.958435,17.876841199999998,17.964474,18.05736,18.341862,18.8351204,0.1844181026834652,1.7675244351433375,3.032514810562134
ZTF18aaiubas,2023-01-23,bad,6.0,18.97413,19.591663,19.071249,19.3845415,19.459884,19.546154,19.58668025,0.0211259922513516,6.0,18.97413,19.591663,19.071249,19.3845415,19.459884,19.546154,19.58668025,0.0211259922513516,1.0627183044240371,3.184905767440796
ZTF18aaiujdm,2023-07-10,bad,5.0,19.6852,20.1046,19.7068994,19.793697,19.925577,20.0779,20.09926,0.0,5.0,19.6852,20.1046,19.7068994,19.793697,19.925577,20.0779,20.09926,0.0,3.0216493042302313,3.0405943393707275
ZTF18aaiulxh,2023-06-09,bad,1.0,20.721672,20.721672,20.721672,20.721672,20.721672,20.721672,20.721672,0.0,1.0,20.721672,20.721672,20.721672,20.721672,20.721672,20.721672,20.721672,0.0,6.362436493687754,1.351205587387085
ZTF18aaiurth,2022-06-19,bad,9.0,19.33255,19.914879,19.3600928,19.462818,19.516714,19.726,19.8600074,0.0095285426818486,9.0,19.33255,19.914879,19.3600928,19.462818,19.516714,19.726,19.8600074,0.0095285426818486,2.1105674716409015,5.519350051879883
ZTF18aaivcct,2022-08-15,bad,1.0,18.513247,18.513247,18.513247,18.513247,18.513247,18.513247,18.513247,0.0,1.0,18.513247,18.513247,18.513247,18.513247,18.513247,18.513247,18.513247,0.0,2.771303970082699,3.6455841064453125
ZTF18aaivnak,2023-06-16,bad,12.0,18.781406,19.558064,18.78172005,18.81782525,18.9805805,19.028229,19.3237486,0.0284413564711362,12.0,18.781406,19.558064,18.78172005,18.81782525,18.9805805,19.028229,19.3237486,0.0284413564711362,1.4790080297377073,9.514610290527344
ZTF18aaiwsua,2024-02-11,bad,22.0,19.059599,100.0,19.32787076504517,19.614123705047607,20.123840143859866,100.0,100.0,0.0,7.0,19.059599,20.2515,19.1392913,19.463391,19.671019,20.0853755,20.2219653,0.1685276833317055,2.9258044127436693,4.601644992828369
ZTF18aaiwzie,,good,25.0,18.627047,20.449314,18.6811068,18.874079,19.083418,19.887836,20.25594,0.2941476135288383,25.0,18.627047,20.449314,18.6811068,18.874079,19.083418,19.887836,20.25594,0.2941476135288383,0.4298691261194776,2.2593777179718018
ZTF18aaiyebq,2025-03-05,bad,15.0,19.752983,24.15906524658203,20.944524355566408,21.76664924621582,22.05112075805664,22.908726692199707,23.67767372131348,0.0,1.0,19.752983,19.752983,19.752983,19.752983,19.752983,19.752983,19.752983,0.0,4.344811340223996,3.2474758625030518
ZTF18aaizfkm,,good,7.0,19.88690757751465,100.0,19.91258530426025,20.1150715,22.698387145996094,100.0,100.0,0.0,2.0,19.9725,20.257643,19.98675715,20.04378575,20.1150715,20.18635725,20.243385850000003,0.0,12.463744762744719,2.255678176879883
